path,label
webcam_data/scissors/scissors_019.png,scissors
webcam_data/paper/paper_067.png,paper
webcam_data/paper/paper_017.png,paper
webcam_data/scissors/scissors_036.png,scissors
webcam_data/rock/rock_089.png,rock
webcam_data/rock/rock_043.png,rock
webcam_data/paper/paper_080.png,paper
webcam_data/scissors/scissors_046.png,scissors
webcam_data/paper/paper_010.png,paper
webcam_data/rock/rock_031.png,rock
webcam_data/paper/paper_031.png,paper
webcam_data/scissors/scissors_034.png,scissors
webcam_data/rock/rock_085.png,rock
webcam_data/paper/paper_022.png,paper
webcam_data/rock/rock_041.png,rock
webcam_data/scissors/scissors_095.png,scissors
webcam_data/scissors/scissors_093.png,scissors
webcam_data/paper/paper_044.png,paper
webcam_data/paper/paper_061.png,paper
webcam_data/paper/paper_072.png,paper
webcam_data/paper/paper_090.png,paper
webcam_data/scissors/scissors_041.png,scissors
webcam_data/scissors/scissors_006.png,scissors
webcam_data/scissors/scissors_022.png,scissors
webcam_data/rock/rock_042.png,rock
webcam_data/paper/paper_019.png,paper
webcam_data/rock/rock_013.png,rock
webcam_data/scissors/scissors_038.png,scissors
webcam_data/paper/paper_083.png,paper
webcam_data/scissors/scissors_040.png,scissors
webcam_data/rock/rock_037.png,rock
webcam_data/rock/rock_051.png,rock
webcam_data/rock/rock_070.png,rock
webcam_data/scissors/scissors_000.png,scissors
webcam_data/scissors/scissors_089.png,scissors
webcam_data/rock/rock_061.png,rock
webcam_data/scissors/scissors_025.png,scissors
webcam_data/scissors/scissors_064.png,scissors
webcam_data/scissors/scissors_015.png,scissors
webcam_data/rock/rock_087.png,rock
webcam_data/rock/rock_056.png,rock
webcam_data/paper/paper_003.png,paper
